chunckID,start_time,subtitles
1104,01:18:11.645,"['괜히 이루어질 것처럼\n', '사람 기대하게 하고\n', '\n']"
1105,01:18:13.855,"['- 너 진짜 네가 나한테 무슨 짓을...\n', '- 아니에요\n', '\n']"
1106,01:18:17.234,"['내가 안 불렀어요\n', '\n']"
1107,01:18:18.402,"['너야, 너라고, 너 맞아\n', '\n']"
1108,01:18:20.070,"['한 번도 이런 적 없었어\n', '\n']"
1109,01:18:23.907,"['진짜 나예요?\n', '\n']"
1110,01:18:26.576,"['정말?\n', '\n']"
1111,01:18:30.080,"['(은탁)\n', '진짜 그런 거면 나 대체 뭐지?\n', '\n']"
1112,01:18:35.043,"['아, 뭔지 알았다\n', '\n']"
1113,01:18:37.129,"['뭔데?\n', '\n']"
1114,01:18:39.172,"['나한테 보이는 거 다 말해 봐요\n', '\n']"
1115,01:18:43.218,"['- 교복 입었네\n', '- (은탁) 또\n', '\n']"
1116,01:18:47.097,"['이쁘네\n', '\n']"
1117,01:18:48.223,"['[부드러운 음악]\n', '\n']"
1118,01:18:49.850,"['교복이\n', '\n']"
1119,01:18:54.354,"['그게 다예요?\n', '\n']"
1120,01:18:56.732,"['음, 날개 뭐, 이런 건 안 보이나?\n', '\n']"
1121,01:19:00.235,"['(은탁)\n', '나 아무래도 요정인가 봐요\n', '\n']"
1122,01:19:02.904,"['팅커벨\n', '\n']"
1123,01:19:05.824,"['[신비로운 효과음]\n', '\n']"
1124,01:19:10.662,"['에이, 농담 좀 한 거 가지고\n', '\n']"
1125,01:19:13.707,"['아, 전화번호, 아이씨!\n', '\n']"
1126,01:19:17.461,"['(신부)\n', '성부와 성자와 성령의 이름으로, 아멘\n', '\n']"
1127,01:19:22.632,"['기도합시다\n', '\n']"
1128,01:19:24.426,"['우리에게 은총을 베풀어 주시는\n', '하나님께 감사드립니다\n', '\n']"
1129,01:19:28.638,"['당신께 한 걸음 더 다가가고자 하오니\n', '\n']"
1130,01:19:31.349,"['자비를 베풀어 주시옵소서\n', '\n']"
1131,01:19:33.477,"['[발랄한 음악]\n', '언제나...\n', '\n']"
1132,01:19:35.854,"['[토치를 탁 켠다]\n', '\n']"
1133,01:19:40.150,"['[입바람을 후 분다]\n', '\n']"
1134,01:19:41.276,"['[의미심장한 효과음]\n', '\n']"
1135,01:19:55.957,"['[기쁜 숨소리]\n', '\n']"
1136,01:19:57.000,"['(은탁)\n', '나 알았어요\n', '어떻게 부르는지 알았어요\n', '\n']"
1137,01:20:02.756,"['그래도 여기서 부르는 건\n', '좀 아니지 않니?\n', '\n']"
1138,01:20:08.512,"['무서워요?\n', '\n']"
1139,01:20:09.763,"['(은탁)\n', '되게 좋으신 분들이라던데\n', '\n']"
1140,01:20:11.681,"['아부하지 마, 신이 어디 있냐며?\n', '\n']"
1141,01:20:13.475,"['어디 계신가 해서 한번 와 봤죠\n', '\n']"
1142,01:20:15.894,"['[김신의 못마땅한 숨소리]\n', '\n']"
1143,01:20:20.524,"['왜 불꽃으로 화르륵 안 가고 걸어가요?\n', '\n']"
1144,01:20:23.068,"['(김신)\n', '여기서 안 돼\n', '\n']"
1145,01:20:24.194,"['일종의 비무장 지대 같은 거라고\n', '생각하면 돼\n', '\n']"
1146,01:20:26.613,"['따라오지 말고\n', '\n']"
1147,01:20:29.324,"['제 소원은 어떻게 하실 건데요?\n', '\n']"
1148,01:20:31.243,"['세 개 중의 세 개가 해결 안 됐잖아요\n', '\n']"
1149,01:20:33.078,"['이번에 곧 해결할 거야, 알바도\n', '\n']"
1150,01:20:35.205,"['(은탁)\n', '말고요, 남자 친구\n', '\n']"
1151,01:20:36.706,"['그건 너도 노력을 좀 해!\n', '\n']"
1152,01:20:39.334,"['(김신)\n', '쯧\n', '\n']"
1153,01:20:42.671,"['(은탁)\n', '와, 나 이렇게 대하면 안 될 텐데?\n', '\n']"
1154,01:20:46.967,"['(은탁)\n', '이제 방법을 안다고, 내가\n', '[휴대전화 조작음]\n', '\n']"
1155,01:20:48.885,"['전번 딱 딴 거지\n', '\n']"
1156,01:20:51.513,"['[은탁이 입바람을 후 분다]\n', '\n']"
1157,01:20:53.765,"['[애플리케이션 효과음]\n', '\n']"
1158,01:20:57.561,"['[은탁의 들뜬 숨소리]\n', '\n']"
1159,01:20:59.729,"['(은탁)\n', '오, 이건 안 될 줄 알았는데\n', '\n']"
1160,01:21:02.440,"['(김신)\n', '안 될 줄 알았는데 왜 해?\n', '\n']"
1161,01:21:04.943,"['(은탁)\n', '어, 아, 잠깐만요\n', '\n']"
1162,01:21:06.194,"['[의미심장한 효과음]\n', '[흥미진진한 음악]\n', '\n']"
1163,01:21:16.955,"['나 붙잡은 거야, 지금?\n', '\n']"
1164,01:21:20.333,"['(은탁)\n', '아, 더는 안 되겠다, 아, 뜨거워\n', '\n']"
1165,01:21:22.669,"['[은탁이 입바람을 후후 분다]\n', '\n']"
1166,01:21:24.004,"['파랗길래 차가운 줄 알았어요\n', '\n']"
1167,01:21:27.924,"['본디 파란 불 온도가\n', '제일 높다, 문과생\n', '\n']"
1168,01:21:30.635,"['이럴 시간에 공부 좀 해\n', '\n']"
1169,01:21:32.637,"['[은탁이 기가 찬 숨소리]\n', '\n']"
1170,01:21:34.347,"['내가 조실부모하고 사고무탁하면서도\n', '일등을 안 놓친...\n', '\n']"
1171,01:21:38.435,"['됐고요\n', '\n']"
1172,01:21:39.728,"['저기, 수호신 뭐 이런 거 말고\n', '\n']"
1173,01:21:41.771,"['그냥 저 오백 해 주시고\n', '치워 주시면 안 돼요?\n', '\n']"
1174,01:21:43.565,"['내가 일이 있어서 가야 되거든?\n', '\n']"
1175,01:21:45.650,"['무슨 일요?\n', '\n']"
1176,01:21:47.611,"['아, 옷이 좀 경건하네요\n', '\n']"
1177,01:21:49.362,"['내일이 아는 이의 기일이야\n', '\n']"
1178,01:21:51.489,"['근데 왜 오늘부터 가요?\n', '지방이에요?\n', '\n']"
1179,01:21:53.742,"['그곳은 오늘이 내일이야\n', '\n']"
1180,01:21:56.161,"['언제 오는데요? 내일? 모레?\n', '\n']"
1181,01:21:58.788,"['저 꼭 물어보고 싶은 게 있단 말이에요\n', '\n']"
1182,01:22:00.123,"['(김신)\n', '어, 빨리해\n', '\n']"
1183,01:22:02.542,"['[은탁의 한숨]\n', '\n']"
1184,01:22:04.794,"['이런 질문 이상하게 들릴 거 아는데\n', '\n']"
1185,01:22:07.839,"['오해 마시고 들어 주셨으면 해요\n', '\n']"
1186,01:22:09.883,"['알았으니까 해, 뭐?\n', '\n']"
1187,01:22:11.259,"['처음에는 아저씨가\n', '저승사자인가 했어요\n', '\n']"
1188,01:22:14.220,"['[흥미진진한 음악]\n', '(은탁)\n', '근데 저승사자면\n', '\n']"
1189,01:22:15.722,"['절 보자마자 데려갔을 거예요\n', '\n']"
1190,01:22:18.224,"['그다음에는 귀신이구나 했어요\n', '\n']"
1191,01:22:21.853,"['근데 아저씨는\n', '\n']"
1192,01:22:23.730,"['그림자가 있었어요\n', '\n']"
1193,01:22:27.442,"['(은탁)\n', '그래서 생각을 해 봤죠\n', '대체 저 아저씨는 뭘까?\n', '\n']"
1194,01:22:31.613,"['그래서 뭔데, 내가?\n', '\n']"
1195,01:22:32.739,"['도깨비요\n', '\n']"
1196,01:22:33.865,"['[긴장되는 효과음]\n', '\n']"
1197,01:22:35.408,"['(은탁)\n', '아저씨, 혹시 도깨비 아니에요?\n', '\n']"
1198,01:22:42.791,"['너 뭐야?\n', '\n']"
1199,01:22:44.584,"['너 대체 뭐야?\n', '\n']"
1200,01:22:45.585,"['제 입으로 말하기는 좀 뭐한데\n', '\n']"
1201,01:22:48.797,"['전 도깨비 신부거든요\n', '\n']"
1202,01:22:52.092,"['제가 귀신 보는 건 아시죠?\n', '\n']"
1203,01:22:53.843,"['(은탁)\n', '제가 태어날 때부터\n', '\n']"
1204,01:22:57.722,"['이런 걸 갖고 태어났거든요?\n', '\n']"
1205,01:22:59.766,"['이거 때문에 그러는 것 같아요\n', '귀신들이\n', '\n']"
1206,01:23:01.935,"['나한테 도깨비 신부라고\n', '\n']"
1207,01:23:03.728,"['보이시죠? 이거\n', '\n']"
1208,01:23:11.820,"['[의미심장한 효과음]\n', '\n']"
1209,01:23:15.115,"['[옅은 신음]\n', '\n']"
1210,01:23:20.578,"['이거 보이시죠?\n', '\n']"
1211,01:23:23.915,"['[거친 숨소리]\n', '\n']"
1212,01:23:25.291,"['증명해 봐\n', '\n']"
1213,01:23:28.920,"['제가 도깨비 신부인 걸\n', '증명해 보라고요?\n', '\n']"
1214,01:23:31.172,"['(김신)\n', '어\n', '\n']"
1215,01:23:33.299,"['어떻게요?\n', '\n']"
1216,01:23:34.592,"['(은탁)\n', '뭐, 훨훨 날아요?\n', '\n']"
1217,01:23:37.345,"['아니면 빗자루로 변해요?\n', '\n']"
1218,01:23:39.597,"['[코웃음]\n', '\n']"
1219,01:23:40.598,"['해 봐\n', '\n']"
1220,01:23:41.766,"['저 지금 되게 진지하거든요\n', '\n']"
1221,01:23:43.309,"['나도\n', '\n']"
1222,01:23:44.769,"['나한테 보이는 거 말해 봐\n', '\n']"
1223,01:23:45.979,"['[피식한다]\n', '\n']"
1224,01:23:47.564,"['복수하시는 거예요?\n', '\n']"
1225,01:23:48.857,"['말해 봐, 보이는 거 다\n', '\n']"
1226,01:23:55.697,"['- 키가 크시네요\n', '- (김신) 또\n', '\n']"
1227,01:23:59.409,"['- 옷이 비싸 보여요\n', '- 또\n', '\n']"
1228,01:24:02.287,"['[한숨]\n', '\n']"
1229,01:24:05.415,"['- 한 30대 중반?\n', '- (김신) 또\n', '\n']"
1230,01:24:08.334,"[""설마 뭐, '잘생겼다'\n"", '이런 대답 원하는 건 아니죠?\n', '\n']"
1231,01:24:12.839,"['내가 원하는 답은\n', '네가 갖고 있었어야지\n', '\n']"
1232,01:24:16.926,"['나한테 보이는 게 그게 다라면\n', '\n']"
1233,01:24:19.554,"['넌 도깨비 신부가 아니야\n', '\n']"
1234,01:24:21.765,"['도깨비에게 넌 효용 가치가 없거든\n', '\n']"
1235,01:24:24.768,"['(김신)\n', '귀신을 보는 건 안됐지만\n', '\n']"
1236,01:24:26.603,"['어차피 덤으로 사는 목숨이니\n', '감사하며 살아\n', '\n']"
1237,01:24:29.731,"['넌 그저 원칙을 어기고\n', '\n']"
1238,01:24:31.357,"['인간의 생사에 관여해서 생긴\n', '부작용 같은 거니까\n', '\n']"
1239,01:24:39.074,"['내가 감수하기 싫다면요?\n', '\n']"
1240,01:24:40.992,"['그냥 원래 명대로 죽는 방법도 있어\n', '\n']"
1241,01:24:42.869,"['[어이없는 숨소리]\n', '\n']"
1242,01:24:43.912,"['말을 참...\n', '\n']"
1243,01:24:49.375,"['알겠고요\n', '아까 한 질문 다시 할게요\n', '\n']"
1244,01:24:52.837,"['아저씨, 혹시\n', '\n']"
1245,01:24:55.298,"['- 도깨비예요?\n', '- 아니야\n', '\n']"
1246,01:24:56.966,"['- 아니에요?\n', '- 아니야\n', '\n']"
1247,01:24:58.218,"['(은탁)\n', '그럼 뭔데?\n', '\n']"
1248,01:25:00.720,"['대체 뭔데 내가 가치 있고 없고를\n', '아저씨가 판단하는데요?\n', '\n']"
1249,01:25:04.099,"['10원어치 나아지고 싶다며?\n', '\n']"
1250,01:25:08.728,"['(김신)\n', '네 거지 같은 상황을\n', '10원어치 정도 걱정하는 사람\n', '\n']"
1251,01:25:15.568,"['현실에 살라고, 소문에 살지 말고\n', '\n']"
1252,01:25:19.489,"['넌 도깨비 신부가 아니니까\n', '\n']"
1253,01:25:23.159,"['[못마땅한 숨소리]\n', '\n']"
1254,01:25:28.832,"['(은탁)\n', '잠깐만요\n', '[의미심장한 효과음]\n', '\n']"
1255,01:25:34.170,"['(은탁)\n', '저 얘기 아직 안 끝났...\n', '[김신의 놀라는 신음]\n', '\n']"
1256,01:25:35.630,"['[발랄한 음악]\n', '\n']"
1257,01:25:37.674,"['[문이 탁 닫힌다]\n', '\n']"
1258,01:25:45.014,"['(김신)\n', '너 지금 저 문으로 들어온 거야?\n', '나 따라서?\n', '\n']"
1259,01:25:49.352,"['어, 어떻게 들어왔어?\n', '\n']"
1260,01:25:54.357,"['손잡이를 잡는다, 민다\n', '\n']"
1261,01:25:56.860,"['아저씨를 따라...\n', '\n']"
1262,01:26:00.113,"['근데 여기 왜 이래요?\n', '\n']"
1263,01:26:01.573,"['(김신)\n', '야, 그래서 내가 지금 묻잖아\n', '저 문 어떻게 통과한 거야, 대체?\n', '\n']"
1264,01:26:04.701,"['아, 파주인가? 영어 마을 거기?\n', '\n']"
1265,01:26:08.163,"['(은탁)\n', '씁, 근데 거기라도 이상하지\n', '\n']"
1266,01:26:10.456,"['이게 대체 어떻게 된 거예요?\n', '여기 어디예요, 대체?\n', '\n']"
1267,01:26:13.793,"['캐나다\n', '\n']"
1268,01:26:15.003,"['캐나다요?\n', '\n']"
1269,01:26:17.964,"['(은탁)\n', '캐나다면...\n', '\n']"
1270,01:26:20.383,"['그, 단풍국?\n', '\n']"
1271,01:26:23.136,"['막 오로라 거기?\n', '\n']"
1272,01:26:24.596,"['(은탁)\n', '여기, 여기 진짜 외국이에요?\n', '\n']"
1273,01:26:34.939,"['대박, 아저씨 이런 능력도 있었어요?\n', '\n']"
1274,01:26:38.401,"['너도 있네, 너 진짜 뭐지?\n', '\n']"
1275,01:26:42.405,"['(은탁)\n', '여기가 진짜 캐나다고\n', '아저씨 능력이 이 정도면\n', '\n']"
1276,01:26:45.950,"['저 결심했어요\n', '\n']"
1277,01:26:49.078,"['- 뭘?\n', '- 마음먹었어요, 제가\n', '\n']"
1278,01:26:50.830,"['(김신)\n', '뭐, 뭘?\n', '\n']"
1279,01:26:51.789,"['저 시집갈게요, 아저씨한테\n', '\n']"
1280,01:26:53.499,"['(은탁)\n', '난 암만 생각해도\n', '아저씨가 도깨비 맞는 것 같거든요\n', '\n']"
1281,01:26:57.295,"['[살짝 웃으며]\n', '사랑해요\n', '\n']"
1282,01:26:59.005,"['[감성적인 음악]\n', '\n']"
1283,01:27:47.929,"['(은탁)\n', '이곳인가? 나를 위한 레드 카펫?\n', '\n']"
1284,01:27:51.516,"['함께 걸어서 영광이죠?\n', '\n']"
1285,01:27:55.103,"['(김신)\n', '대체 뭐란 말이냐, 너는\n', '\n']"
1286,01:27:57.188,"['(은탁)\n', '200년 후에 아저씨 신부 될 사람입니다\n', '\n']"
1287,01:28:01.901,"['(김신)\n', '아무래도 계속 부를 기세야\n', '\n']"
1288,01:28:03.611,"['언제 어디서든\n', '지적이고 빈틈없는 모습이고 싶어\n', '\n']"
1289,01:28:06.614,"['남자다웠나?\n', '\n']"
1290,01:28:07.740,"['- (김신) 덕화야\n', '- 무슨 안 좋은 일 있어?\n', '\n']"
1291,01:28:09.450,"['누가 아저씨 신부 한대요?\n', '\n']"
1292,01:28:11.286,"['(점쟁이)\n', '모자 쓴 남자 조심해, 새카만 모자\n', '\n']"
1293,01:28:14.706,"['(은탁)\n', '저 죽어요?\n', '저 이제 겨우 열아홉인데?\n', '\n']"
1294,01:28:17.458,"['아홉 살에도 죽고 열 살에도 죽어\n', '\n']"
1295,01:28:23.840,"['그게 죽음이야\n', '\n']"
1296,01:28:25.049,"['[천둥이 콰르릉 친다]\n', '\n']"
1297,01:28:28.845,"['자막: 최혜란\n', '\n']"
